id,amenity,name,name:en,level,addr:housenumber,addr:street,opening_hours,lat,lon
node/2575625325,toilets,,,,,,,55.760651,37.5816465
node/2575626696,atm,,,,,,,55.7608509,37.5812781
node/2575629275,toilets,,,,,,,55.7591622,37.5823188
node/2575693870,restaurant,Clumba Club,,,,,,55.7579278,37.5823182
node/2575721890,restaurant,Бирхоф,Bierhof,,,,,55.7473805,37.6550269
node/2577149441,bank,Открытие,Otkrytie,,,,Mo-Fr 09:30-21:00; Sa 09:30-17:00,55.7565564,37.6061677
node/2578309291,parking_entrance,,,,,,,55.7544115,37.608951
node/2579527486,bank,Ланта-банк,Lanta-bank,,,,,55.7387877,37.6304217
node/2582096461,waste_disposal,,,,,,,55.7456674,37.6288609
node/2582258955,pharmacy,Ригла,Rigla,,,,"Mo-Fr 08:00-22:00; Sa,Su 09:00-21:00",55.7445695,37.6277197
node/2582301890,bank,Идеалбанк,Idealbank,,,,Mo-Th 09:30-18:30; Fr 09:30-17:30,55.7447195,37.6307226
node/2582330600,restaurant,Rico,,,,,Mo-Su 09:00-24:00,55.7437942,37.5809732
node/2582449797,cafe,Cofix,Cofix,1,,,Mo-Su 07:00-23:00,55.7440195,37.6276755
node/2582449803,bar,Концерт,,,,,,55.7443365,37.6274794
node/2582460249,pharmacy,Столички,,,,,24/7,55.7422786,37.6282844
node/2582950670,pharmacy,"36,6",,,,,Mo-Su 08:00-21:00,55.7392932,37.5875163
node/2582950694,bank,Росбанк,Rosbank,,,,Mo-Fr 09:00-20:00; Sa 10:00-17:00,55.738951,37.5866557
node/2583683706,restaurant,Босфор,Bosfor,,,,"Mo-Fr 09:00-24:00; Sa,Su 09:00-03:00",55.7479308,37.5877293
node/2583844083,restaurant,Сахли,Sakhli,,,,,55.7706538,37.6164053
node/2584198338,waste_disposal,,,,,,,55.7741191,37.5834846
node/2584963215,restaurant,ТоДаСё,ToDaSyo,,,,24/7,55.7338774,37.6274187
node/2585295758,parking_entrance,,,,,,,55.7560206,37.6131628
node/2586525793,parking_entrance,,,,,,,55.7526514,37.6095813
node/2586900329,pub,69 pints,,,,,Mo-Su 11:00-23:00,55.7581118,37.6121564
node/2587098859,restaurant,Чеховъ,Chekhov,,,,,55.759942,37.6128335
node/2587201353,restaurant,ТоДаСё,ToDaSyo,,,,24/7,55.7588616,37.6112622
node/2587201369,telephone,,,,,,,55.7588514,37.611148
node/2587282154,cafe,Кофе Шенк,Coffee Shenk,,,,Mo-Su 10:00-23:00,55.7573509,37.6082303
node/2587282207,vending_machine,,,,,,24/7,55.757245,37.6106627
node/2587554650,restaurant,Синяя река,,,,,Mo-Su 11:00-24:00,55.7535502,37.5828957
node/2587554651,restaurant,ТоДаСё,ToDaSyo,,,,24/7,55.7594149,37.5834636
node/2587658952,restaurant,Ugolёk,Ugolyok,,,,Mo-Su 13:00-24:00,55.7564238,37.6066762
node/2588512233,restaurant,Castle Grill Bar,,,,,,55.7333835,37.5924428
node/2588512269,bureau_de_change,,,,,,,55.7328666,37.5922552
node/2588512272,parking,,,,,,,55.7330738,37.5925519
node/2588781504,post_office,Москва 115095,,,,,"Mo-Fr 08:00-13:00,14:00-20:00; Sa 09:00-13:00,14:00-18:00; Su off",55.7340223,37.6274406
node/2588781506,theatre,Глас,Glas,,,,Mo-Su 11:00-19:00,55.7332753,37.6271008
node/2588978258,restaurant,Шпинат,Shpinat,2,,,Mo-Su 12:00-24:00,55.7590493,37.6056885
node/2590234488,clinic,Доктор 2000,Doctor 2000,,,,Mo-Fr 08:00-21:00; Sa 09:00-18:00; Su 09:00-15:00,55.7570034,37.6078058
node/2590667115,dentist,Идеал-Дент,Ideal-Dent,,,,Mo-Fr 09:00-21:00; Sa 11:00-18:00,55.7590236,37.6073717
node/2590723232,vending_machine,,,,,,24/7,55.7596201,37.6080921
node/2590816084,atm,,,,,,24/7,55.7587608,37.6101294
node/2591217665,toilets,Городской туалет,,,,,24/7,55.7560286,37.632744
node/2591301797,clock,,,,,,,55.7642521,37.6201704
node/2591340419,clock,,,,,,,55.7320258,37.6576362
node/2591340423,clock,,,,,,,55.7738515,37.6143499
node/2591380680,clock,,,,,,,55.7686822,37.5939743
node/2591380681,clock,,,,,,,55.7745063,37.6559172
node/2591449854,vending_machine,,,,,,24/7,55.7557801,37.6055146
node/2591601495,vending_machine,,,,,,24/7,55.7561289,37.602786
node/2592086997,parking_entrance,,,,,,,55.7588982,37.606585
node/2594729302,pharmacy,Горздрав,Gorzdrav,,,,Mo-Su 09:00-21:00,55.7545523,37.59994
node/2594731723,bank,Объединенный банк промышленных инвестиций,,,,,Mo-Th 09:00-18:00; Fr 09:00-16:45,55.7562382,37.5976972
node/2594733393,bank,Сбербанк,Sberbank,,,,Mo-Fr 10:00-19:00,55.7578836,37.5976842
node/2595387871,parking_entrance,,,,,,,55.7610559,37.6077221
node/2598961089,restaurant,Ордынка,,,,,,55.74127,37.6258215
node/2600543491,restaurant,Дориан Грей,Dorian Gray,,,,,55.7431659,37.6178057
node/2600548990,restaurant,Кофемания,Coffeemania,,,,Mo-Su 08:00-23:00,55.7417467,37.6157683
node/2600662676,restaurant,Чайхона №1,,,2/18,улица Петровские Линии,Mo-Su 10:00-06:00,55.7639714,37.6182687
node/2600662680,restaurant,Чайхона №1,Chaihona #1,,1/3,улица Большая Полянка,Mo-Su 12:00-06:00,55.7423451,37.6166496
node/2600662681,restaurant,Чайхона №1,Chaihona #1,,,,Mo-Su 10:00-06:00,55.7521377,37.5858586
node/2600662682,restaurant,Чайхона №1,Chaihona #1,,7,1-я Тверская-Ямская улица,Mo-Fr 10:00-06:00; Sa-Su 12:00-06:00,55.7715511,37.5929598
node/2601280435,fast_food,GlowSubs,GlowSubs,,,,Mo-Su 10:00-20:00,55.7624776,37.5788644
node/2601648647,bank,ВТБ,VTB,,,,Mo-Fr 09:00-20:00; Sa 09:00-17:00,55.7597142,37.6126103
node/2601648650,bar,Камергерка,Kamergerka,,,,24/7,55.760207,37.6145619
node/2601648651,cafe,Шоколадница,Shokoladnitsa,,,,24/7,55.7621287,37.6223723
node/2605985515,restaurant,Джимми Ли,,,,,Mo-Su 12:00-24:00,55.7746189,37.6325476
node/2606360010,parking_entrance,,,,,,,55.7556022,37.6060731
node/2606624810,parking_entrance,,,,,,,55.7536454,37.6028009
node/2606655283,toilets,,,,,,,55.7667137,37.6100345
node/2606789099,vending_machine,,,,,,24/7,55.7590485,37.6053722
node/2606862091,vending_machine,,,,,,24/7,55.7540439,37.6052085
node/2606862102,vending_machine,,,,,,24/7,55.7572544,37.5997676
node/2607957146,driving_school,Чайка,,,,,Mo-Th 10:30-18:45; Fr 10:30-17:30,55.7557642,37.6015645
node/2608193558,vending_machine,,,,,,24/7,55.7547511,37.6026809
node/2608201969,vending_machine,,,,,,24/7,55.7542588,37.6021271
node/2609191808,arts_centre,Московский дом композиторов,Moscowskiy Dom Kompozitorov,,,,,55.7593016,37.6089365
node/2609191809,restaurant,Союз Композиторов,Soyuz Kompozitorov,,,,,55.7594588,37.6091056
node/2611672578,bank,,,,,,Fr 09:00-16:45;Mo-Th 09:00-18:00,55.7688595,37.6150112
node/2611708771,bank,Транскапиталбанк,,,,,Mo-Su 19:00-06:00,55.7597723,37.631258
node/2611760890,atm,,,,,,24/7,55.7407152,37.5946925
node/2611760891,bank,,,,,,Mo-Su 10:00-20:00,55.7419992,37.6607579
node/2611760893,atm,,,,,,Mo-Su 10:00-21:00,55.757726,37.6340387
node/2612251138,restaurant,Humans,,,,,Mo-Su 11:00-24:00,55.7608295,37.5965517
node/2612265691,pharmacy,Самсон Фарма,Samson-Farma,,,,24/7,55.7692366,37.5977119
node/2613521745,pharmacy,"36,6",36.6,,,,24/7,55.7624907,37.6079054
node/2613521746,bank,ЕвроАксисБанк,EuroAxisBank,,,,,55.7628905,37.5956869
node/2613521747,cafe,Кулинарная лавка братьев Караваевых,Bratya Karavaevy,,,,Mo-Su 08:00-23:00,55.7611131,37.6028932
node/2615222194,restaurant,Rico,,,,,Mo-Su 10:00-24:00,55.7541846,37.6026255
node/2615222197,dentist,Эвита Студия,Evita Studio,,,,,55.754864,37.6016153
node/2615462725,parking_entrance,,,,,,,55.758169,37.6010745
node/2615576339,clinic,Медицинский центр на Леонтьевском,Meditsinsky tsentr na Leontyevskom,,,,"Mo-Fr 08:00-21:00; Sa,Su 10:00-20:00",55.7581959,37.6011526
node/2615983168,cafe,Pinsa Maestrello,,,,,Su-Th 11:00-23:00; Fr-Sa 11:00-24:00,55.7587956,37.6458566
node/2615983176,cafe,Рамен Клаб,Ramen Club,,,,,55.7608519,37.6324894
node/2616127199,restaurant,Tokyo,,,,,Mo-Su 12:00-24:00,55.7570651,37.6028319
node/2616161786,restaurant,Флэт Айрон,Flat Iron,,,,Mo-Su 11:00-02:00,55.7581705,37.6041059
node/2616161795,parking_entrance,,,,,,,55.7577706,37.6041117
node/2616240395,parking_entrance,,,,,,,55.7590554,37.6051304
node/2617251192,telephone,,,,,,,55.7624119,37.6080263
node/2617251193,telephone,,,,,,,55.7624536,37.6079773
node/2617398250,clinic,MedSwiss,,,,,Mo-Su 08:00-21:00,55.7580444,37.6003437
node/2620181105,dentist,Лаборатория улыбки,Laboratorya Ulybki,,,,"Mo-Fr 08:30-21:30; Sa,Su 09:00-18:00",55.7593061,37.6029037
node/2620181337,parking_entrance,,,,,,,55.7607495,37.604143
node/2620218574,bank,НС Банк,NS Bank,,,,Mo-Sa 09:30-20:00; Su 10:15-18:30,55.761116,37.602363
node/2621068958,cafe,Арт-кафе,Art-Cafe,,,,Mo-Su 12:30-18:00,55.7612684,37.6060092
node/2621068959,bank,Интеза,Intesa,,,,Mo-Fr 09:00-20:00; Sa 10:00-17:00,55.7616599,37.6054193
node/2621594222,parking_entrance,,,,,,,55.7622786,37.6046225
node/2621942431,restaurant,Zodiac,,,,,Mo-Su 12:00-24:00,55.7476703,37.5816807
node/2622100946,waste_disposal,,,,,,,55.7642216,37.604947
node/2623543706,vending_machine,,,,,,24/7,55.7631598,37.6049886
node/2624042930,vending_machine,,,,,,24/7,55.762411,37.594782
node/2624042935,vending_machine,,,,,,24/7,55.7633508,37.596514
node/2625463222,atm,,,,,,24/7,55.7597193,37.648469
node/2625463223,atm,,,,,,Mo-Th 09:00-18:00; Fr 09:00-16:45,55.762618,37.6487851
node/2625815017,parking_entrance,,,,,,,55.7596037,37.5920458
node/2625815289,parking_entrance,,,,,,,55.7596903,37.5912171
node/2626472048,atm,,,,,,Mo-Sa 10:00-22:00; Su 11:00-22:00,55.7606866,37.6198423
node/2626487197,atm,,,,,,24/7,55.7364963,37.590093
node/2626487198,atm,,,,,,24/7,55.749211,37.588403
node/2626629798,atm,,,,,,Mo-Su 08:00-22:00,55.7579755,37.6245333
node/2626638978,atm,,,,,,Mo-Su 10:00-23:00,55.757157,37.6589821
node/2626849746,atm,,,,,,24/7,55.7528579,37.5840043
node/2626849747,atm,,,,,,24/7,55.760099,37.584559
node/2626849748,atm,,,,,,Mo-Su 09:00-23:00,55.770071,37.62042
node/2627597735,atm,,,,,,Mo-Sa 08:00-18:00,55.7332284,37.6445217
node/2627597737,atm,,,,,,24/7,55.7714885,37.5951287
node/2627662764,atm,,,,,,24/7,55.7651874,37.6565338
node/2627783586,atm,,,-1,,,Mo-Su 10:00-22:00,55.7563819,37.6156302
node/2628393710,restaurant,Венеция,Vevezia,,,,"Mo-Fr 11:00-24:00; Sa,Su 12:00-24:00",55.7634153,37.614922
node/2628393711,restaurant,Венеция,Vevezia,,,,Mo-Su 11:00-23:00,55.7715998,37.5988107
node/2629946290,restaurant,Pizzamento,,,,,Mo-Su 10:00-24:00,55.7640142,37.6074386
node/2630265405,vending_machine,,,,,,24/7,55.7626009,37.60641
node/2630431529,vending_machine,,,,,,24/7,55.7620572,37.6073439
node/2634830897,restaurant,Тибет,,-1,,,Mo-Su 11:00-24:00,55.7577546,37.6241783
node/2634866805,public_service,Многофункциональный центр предоставления государственных и муниципальных услуг района Замоскворечье,My Documents Government Services Center of Zamoskvorechye District,,,,Mo-Fr 08:00-20:00; Sa 09:00-15:45,55.7355501,37.6357472
node/2638346467,restaurant,Гудман,Goodman,2,2,улица Охотный Ряд,Mo-Su 10:00-24:00,55.7574458,37.6183119
node/2638346469,cafe,Лубянка,Lubyanka,,,,,55.7644551,37.6290416
node/2640796037,pharmacy,Самсон-фарма,,,,,,55.7542713,37.5843918
node/2640796039,cafe,Хлеб Насущный,,,7,Новинский бульвар,Mo-Fr 07:00-23:00;Sa-Su 08:00-23:00,55.7520697,37.5827587
node/2641458671,restaurant,Chesterfield Bar & Grill,,,,,Mo-Su 12:00-06:00,55.7521465,37.5890008
node/2641808409,cafe,Кофе Хауз,Coffee House,,,,24/7,55.7598182,37.580628
node/2641808410,bank,Открытие,Otkrytiye,,,,Mo-Fr 09:00-20:00,55.7604461,37.580069
node/2641808411,bank,Сбербанк,Sberbank,,19 с1,Баррикадная улица,Mo-Fr 10:00-20:30,55.7605103,37.5797637
node/2641981275,clinic,Психоневрологический диспансер №2,,,,,Mo-Fr 08:00-20:00; Sa 09:00-16:00,55.7499217,37.5823807
node/2641981280,bureau_de_change,,,,,,,55.7500611,37.582397
node/2649529372,car_wash,,,,,,,55.763606,37.6601559
node/2650118270,childcare,Пампа Грин,,,,,,55.7624549,37.6343178
node/2653375084,restaurant,Октябрь Event Hall,,,,,,55.7407386,37.6088023
node/2656028316,cafe,Urban pizza,,,,,Mo-Su 10:00-23:00,55.7669653,37.5884325
node/2658288316,cafe,Breakfast Club,,,,,Mo-Su 08:00-23:00,55.7644121,37.5963886
node/2658288347,pub,Bruxx,,,,,Mo-Su 12:00-02:00,55.7711602,37.60531
node/2659136330,theatre,МОСТ,MOST,,,,Mo-Su 12:00-20:00,55.7661519,37.5916941
node/2659136336,dentist,Эдельвейс,Edelveis,,,,,55.76293,37.5972149
node/2659476278,restaurant,5642 Высота,,,,,Mo-Su 12:00-24:00,55.7559625,37.6276128
node/2659485274,restaurant,Натахтари,,,,,Mo-Su 11:00-24:00,55.7570554,37.6283613
node/2665265709,cafe,Хлеб Насущный,,,,,Mo-Fr 07:00-23:00;Sa-Su 08:00-22:00,55.7420526,37.6535075
node/2665265769,fast_food,Golden Panda,,,,,,55.7491039,37.5898148
node/2665265782,cafe,Хлеб Насущный,,,,,Mo-Fr 07:00-22:00;Sa-Su 09:00-22:00,55.754283,37.6373993
node/2665352132,fast_food,Krispy Kreme,,,,,"Mo-Fr 08:00-23:00; Sa,Su 10:00-23:00",55.7627522,37.6346843
node/2665926423,restaurant,Master,,,,,,55.7340352,37.6049669
node/2665926476,toilets,,,,,,,55.7299628,37.5980354
node/2665926481,toilets,,,,,,,55.7342602,37.6023347
node/2670948842,clinic,Столичная медицинская клиника,,,,,Mo-Fr 08:00-21:00;Sa-Su 09:00-18:00,55.7676281,37.6309681
node/2671420540,cafe,Даблби,Double B,,,,,55.7731979,37.5956016
node/2671597029,restaurant,G Lounge,,,,,Mo-Su 12:00-24:00,55.741851,37.5992267
node/2671597053,nightclub,Pick Up,,,,,"Mo-Fr 00:00-06:00,21:00-24:00; Sa,Su 00:00-07:00,21:00-24:00",55.7671153,37.6073573
node/2671597061,restaurant,Siberia,,,,,,55.7587079,37.5866622
node/2671597069,restaurant,ТоДаСё,ToDaSyo,,,,24/7,55.7494481,37.5832831
node/2671597077,restaurant,ТоДаСё,ToDaSyo,,,,24/7,55.7686528,37.6446605
node/2673526393,bank,Deutsche Bank,,,,,,55.7740293,37.6291367
node/2673526479,waste_disposal,,,,,,,55.7747321,37.6291174
node/2674838657,cafe,Kombinat Deli,,,,,"Mo-Fr 07:30-23:00; Sa,Su 10:00-23:00",55.7416427,37.6293047
node/2674838658,fast_food,KFC,KFC,,,,,55.7410268,37.6278625
node/2674838659,restaurant,Вилла Паста,Villa della Pasta,,26,Пятницкая улица,24/7,55.7409067,37.6283432
node/2675578287,restaurant,ЭZO,,1,,,,55.7599457,37.6138349
node/2675578292,cafe,Старбакс,Starbucks,1,,,Mo-Su 07:30-23:00,55.7600735,37.6141953
node/2675826158,cafe,Старбакс,Starbucks,,,,Mo-Fr 07:30-21:00; Sa 10:00-21:00,55.7341435,37.5870892
node/2675826163,cafe,Сыто Piano,Syto Piano,,,,Mo-Su 11:00-24:00,55.765693,37.6209295
node/2683406511,post_office,Москва 125032,,,,,"Mo-Fr 09:00-13:00,14:00-18:00; Sa-Su off",55.7594715,37.6098073
node/2687439176,parking,,,,,,,55.7682719,37.6386294
node/2687439206,parking_entrance,,,,,,,55.7709416,37.635489
node/2688639841,car_wash,Автоджаз,,,,,10:00-19:00,55.7481499,37.6397107
node/2690962680,restaurant,Папоротник,,,,,Mo-Su 12:00-24:00,55.753417,37.5979956
node/2693197884,hookah_lounge,Dvor,,,,,,55.7627097,37.6580947
node/2693211442,pub,О'Коннелл'с паб,O'Connell's,,,,Su-Th 12:00-23:00; Fr-Sa 12:00-05:00,55.7589965,37.6463013
node/2693275803,fast_food,Тарелка,,,9,улица Земляной Вал,Mo-Fr 08:00-20:00; Sa-Su 11:00-20:00,55.7616575,37.6580294
node/2694460680,restaurant,Чайхона №1,Chaihona #1,,,,Mo-Su 11:30-23:00,55.7617034,37.5795669
node/2694460681,restaurant,Чайхона №1,Chaihona #1,,,,Mo-Su 10:30-23:00,55.7660489,37.6073622
node/2697604872,restaurant,Kemer,,,,,Mo-Su 09:00-24:00,55.7488034,37.5888631
node/2697604895,bar,Beer Harbour,,,,,"Mo-Fr 11:00-24:00; Sa 00:00-03:00,13:00-24:00; Su 00:00-03:00,13:00-23:00",55.7599218,37.6469354
node/2697604921,restaurant,ТоДаСё,ToDaSyo,,,,24/7,55.7659412,37.604986
node/2698065720,cafe,Prime,Prime,,,,Mo-Su 07:00-22:00,55.7625751,37.6077747
node/2698562717,restaurant,Де Марко,De Marco,,,,24/7,55.760887,37.6227383
node/2698576974,restaurant,Две палочки,Dve Palochki,,,,Mo-Su 11:00-06:00,55.7521487,37.5894104
node/2698576975,restaurant,Две палочки,Dve Palochki,,,,Mo-Su 11:00-06:00,55.7563704,37.6593541
node/2700041506,restaurant,Долма,Dolma,,,,Mo-Su 11:00-24:00,55.7678255,37.6318896
node/2703050632,cafe,Paul,,,,,Mo-Fr 07:30-22:00; Sa 09:00-20:00,55.7541672,37.6099622
node/2703187722,cafe,Пышка Доната,Pyshka Doughnata,,,,Mo-Su 11:00-22:00,55.7404918,37.6087313
node/2703187739,cafe,Акцепт,,,,,Mo-Fr 12:00-24:00,55.764609,37.6091356
node/2705372825,townhall,Префектура ЦАО,,,,,,55.7366942,37.6614516
node/2705589526,bar,Disco 90,,,,,,55.7668269,37.6037905
node/2705589530,restaurant,Бахтриони,,,,,Mo-Su 12:00-23:00,55.7679948,37.6343049
node/2705589541,restaurant,"Пироги, вино и гусь",,,,,Mo-Su 10:00-23:00,55.7725712,37.6207706
node/2714848166,bank,Сбербанк,Sberbank,,,,Mo-Fr 08:30-19:30; Sa 09:00-17:00,55.739728,37.5862454
node/2722998326,restaurant,Китайская грамота,Kitayskaya Gramota,,,,Mo-Su 12:00-24:00,55.7666752,37.6304185
node/2723747584,restaurant,Без повода,,,50,улица Большая Якиманка,Mo-Su 11:00-24:00,55.7322297,37.6108987
node/2726533368,fast_food,,,,,,,55.7613653,37.6589189
node/2726545299,atm,,,,,,,55.7565808,37.6613981
node/2733381437,cafe,Пельмени & Пельмени,Pel'meny & Pel'meny,,,,,55.7472929,37.6082696
node/2734609739,cafe,Jeffreys coffeeshop,Jeffrey's Coffee,,,,"Mo-Th 08:30-23:00; Fr 08:30-24:00; Sa 00:00-06:00,10:00-24:00; Su 00:00-06:00,10:00-23:00",55.758003,37.636368
node/2734739249,college,Московская театральная школа Олега Табакова,,,,,,55.761804,37.649313
node/2734840953,stripclub,Macho Moscow,,,4 с1,Певческий переулок,20:00-06:00,55.7521744,37.6419989
node/2734841819,restaurant,Золотая рыбка,,,,,Mo-Su 12:00-24:00,55.7516634,37.6416991
node/2737112891,bar,My Big Love,,,,,Mo-Su 12:00-24:00,55.7651674,37.621608
node/2737112897,bar,DuckStar's,,,,,Mo-Th 12:00-24:00; Fr 12:00-05:00; Sa 17:00-05:00; Su 17:00-24:00,55.7677554,37.5983129
node/2737112954,toilets,,,,,,,55.7719512,37.6338396
node/2737112959,toilets,,,,,,,55.7722457,37.6337534
node/2738045984,bank,Альфа-Банк,Alfa-Bank,,,,Mo-Fr 09:00-21:00; Sa 10:00-19:00; Su off,55.7447259,37.5827945
node/2738045987,bank,Открытие,Otkrytie,,,,Mo-Su 08:00-23:00,55.7448735,37.5827287
node/2738045996,cafe,Старбакс,Starbucks,,,,Mo-Su 08:00-23:00,55.744966,37.5826855
node/2739029831,restaurant,ЦДЛ,TsDL,,,,Mo-Su 12:00-24:00,55.7574291,37.5873015
node/2751375729,clinic,Медицина,,,,,,55.7735047,37.5943786
node/2764000054,restaurant,Паприколли,,,27 с1,улица Красина,12:00-24:00,55.7694257,37.5852084
node/2769035727,cafe,Кулинарная лавка братьев Караваевых,Bratya Karavaevy,,27,1-я Брестская улица,Mo-Su 08:00-23:00,55.7716874,37.5909374
node/2769588352,cafe,,,,,,,55.7515898,37.6097522
node/2774677691,cafe,Max Brenner,,,,,Mo-Fr 08:00-23:00; Sa 09:00-23:00,55.7680632,37.6230886
node/2774677693,restaurant,Аддис-Абеба,Addis Abeba,,,,,55.7623608,37.6567257
node/2775416973,cafe,Costa Coffee,,,,,"Mo-Fr 07:30-23:00; Sa,Su 08:30-23:00",55.7470041,37.6073358
node/2775416995,pub,Youngs,,3,,,,55.7410104,37.6291312
node/2776119987,parking,,,,,,,55.7694843,37.636968
node/2776317130,bar,Chicago,,,,,,55.7289759,37.6095196
node/2776317228,restaurant,Гамбринус,Gambrinus,,,Зубовский бульвар,Mo-Fr 11:00-24:00; Sa-Su 12:00-24:00,55.7354055,37.5924026
node/2782236113,waste_disposal,,,,,,,55.7691895,37.6380675
node/2782236115,parking,,,,,,,55.7692263,37.637864
node/2783119762,bar,Брюс Ли,Bruce Lee,,,,"Mo-Fr 12:00-24:00; Sa,Su 00:00-06:00,12:00-24:00",55.7400093,37.6090513
node/2788217118,atm,,,,,,24/7,55.7412295,37.6093954
node/2790472670,fast_food,Subway,Subway,,,,,55.7579087,37.6233072
node/2791715264,pharmacy,Ригла,Rigla,,,,Mo-Su 08:00-22:00,55.7569419,37.6224057
node/2793797961,bar,Ciderella,,,,,Mo-Su 09:00-23:00,55.7569529,37.6219421
node/2794581617,restaurant,Il Pittore,,2,,,,55.7578877,37.6248832
node/2794581619,bar,Papa's,,,,,24/7,55.7581717,37.6248083
node/2794581625,cafe,Farш,Farsh,,,,Mo-Su 10:00-22:00,55.7589214,37.6251469
node/2797808840,cafe,Кофе ON,Coffee ON,,,,24/7,55.7424943,37.6248548
node/2798956269,restaurant,Руккола,Rucola,,,,Mo-Su 10:00-24:00,55.7507473,37.5958901
node/2799239955,training,Дом танца «Дуэт со звездами»,,,,,Mo-Su 10:00-23:00,55.7354634,37.5873363
node/2799239956,theatre,"Концертный зал ""Александровский""",,,,,,55.7422573,37.5793292
node/2800398004,restaurant,Ритм & Блюз,,,,,Mo-Fr 12:00-24:00; Sa-Su 12:00-06:00,55.7511323,37.6069194
node/2800668076,atm,,,,,,,55.740983,37.6564171
node/2803105301,cafe,Трапезная паломника,,,,,,55.731468,37.657397
node/2804034329,embassy,миссия Мальтийского Ордена,,,,,,55.7485066,37.6085591
node/2808143347,restaurant,Одесса-мама,Odessa-Mama,,,,Mo-Su 12:00-23:00,55.7617972,37.6356901
node/2808914710,bar,Последняя капля,Poslednyaya Kaplya,,,,Mo-Su 12:00-24:00,55.765151,37.6081537
node/2808972049,atm,,,,,,,55.7598241,37.6298695
node/2812173324,fast_food,,,,,,,55.7286509,37.6456826
node/2815027101,fast_food,Воккер,,,,,10:00-22:00,55.730049,37.599606
node/2815048001,fast_food,GlowSubs,GlowSubs,,,,,55.732185,37.599604
node/2815697235,cafe,3/14,,,3/14,улица Остоженка,"Mo-Fr 08:00-22:00; Sa,Su 11:00-22:00",55.7435778,37.6018142
node/2819997677,arts_centre,Мастерская Александра Рукавишникова,,,,,,55.748706,37.6571525
node/2820058622,toilets,,,,,,,55.7588548,37.659368
node/2830398818,restaurant,Архитектор,Arhitector,,,,,55.7593562,37.5900588
node/2835536936,fast_food,Бургер Кинг,Burger King,,,,Mo-Su 07:00-03:00,55.7521596,37.591304
node/2835536940,bar,Эхо,Ekho,,,,Mo-Su 17:00-06:00,55.7662002,37.6082113
node/2835544579,restaurant,Хачапури,Hachapuri,,,,Mo-Su 12:00-23:30,55.7616802,37.6358957
node/2842897504,parking_entrance,,,,,,,55.7684044,37.589696
node/2842897545,parking_entrance,,,,,,,55.7688133,37.5904836
node/2845840901,cafe,Шашлычная,,,,,,55.7426099,37.629625
node/2849834477,music_school,Детская музыкальная школа имени Дж. Гершвина,,,,,,55.7444134,37.6373208
node/2857768432,bank,Промсвязьбанк,Promsvyazbank,,,,,55.7529653,37.5910576
node/2857768433,pharmacy,Аптеки Столицы,,,,,,55.7529228,37.5916612
node/2857768434,bank,МастБанк,,,,,,55.7531331,37.5917908
node/2857800036,bank,Бинбанк,,1,,,,55.7522385,37.5945794
node/2857800038,cafe,Шоколадница,Shokoladnitsa,,,,24/7,55.7521996,37.5935695
node/2858256941,cafe,Prime,Prime,,,,Mo-Fr 07:00-22:00; Sa-Su 08:00-22:00,55.757704,37.634642
node/2858256942,cafe,Prime,Prime,,,,,55.7666696,37.6022969
node/2859194171,waste_disposal,,,,,,,55.7698842,37.6357839
node/2859194190,parking_entrance,,,,,,,55.7710645,37.633694
node/2859834306,parking_entrance,,,,,,,55.7692717,37.5923523
node/2860748863,parking_entrance,,,,,,,55.7671478,37.6334593
node/2860748867,parking,,,,,,,55.7674538,37.6331641
node/2865071631,atm,,,,,,,55.7713861,37.6415768
node/2868787301,bar,SПБ,,,,,"Mo-Su 12:00-01:00; Fr,Sa 12:00-05:00",55.7300654,37.6245952
node/2868787302,theatre,Театр Луны,Moon Theater,,,,,55.7336468,37.6258087
node/2869021914,waste_disposal,,,,,,,55.7712783,37.5973503
node/2869126675,cinema,Центр документального кино,,,,,Mo-Su 10:00-23:00,55.7360312,37.5939668
node/2869126678,bicycle_parking,,,,,,,55.7412135,37.5852761
node/2870319823,atm,,,,,,,55.7348494,37.5858157
node/2872753225,restaurant,True Cost,,,23 с3,улица Льва Толстого,"Mo-Fr 12:00-24:00; Sa,Su 00:00-03:00,12:00-24:00",55.7353657,37.5845948
node/2873680704,restaurant,Sisters,,,,,Mo-Su 12:00-23:00,55.7587738,37.642196
node/2874583783,restaurant,Lova Lova,,,,,"Mo-Su 10:00-24:00; Fr,Sa 12:00-06:00",55.7584011,37.6391246
node/2874583784,restaurant,Meatless,,,26,Пятницкая улица,Mo-Fr 09:00-24:00; Sa-Su 12:00-24:00,55.7410399,37.6283583
node/2874583785,restaurant,Peqlo,,,,,"Mo-Fr 12:00-24:00; Sa,Su 00:00-02:00,12:00-24:00",55.7585378,37.6396651
node/2874583786,fast_food,Мосдонер,,,,,24/7,55.7583384,37.6388111
node/2874583788,pharmacy,Горздрав,Gorzdrav,,,,09:00-21:00,55.7583475,37.6386186
node/2881588169,restaurant,Квартира 44,Kvartira 44,,,,Mo-Su 12:00-24:00,55.735494,37.6254131
node/2886472531,doctors,KDL,,,,,Mo-Fr 07:00-20:00;Sa 07:00-17:00;Su 07:00-15:00,55.7441119,37.6567782
node/2886629299,pharmacy,24 часа,,,,,24/7,55.7359728,37.6604585
node/2886629300,clinic,Роса,,,,,Mo-Su 10:00-22:00,55.735366,37.6594378
